type,sku,name,regular_price,categories,images,description,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,status,parent,length,width,height,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
variation,,"Black/Silver 7"" x 9"" Laserable Leatherette Plaque (Small)",22.25,Leatherette Plaques,,Original dimensions (in): ,Size,Small,1,1,Sport,Leatherette Plaques,1,1,1,PARENT_696,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_697,"Black/Silver 8"" x 10"" Laserable Leatherette Plaque (Medium)",,Leatherette Plaques,,,Size,Medium,1,1,Sport,Leatherette Plaques,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Silver 8"" x 10"" Laserable Leatherette Plaque (Medium)",25.25,Leatherette Plaques,,Original dimensions (in): ,Size,Medium,1,1,Sport,Leatherette Plaques,1,1,1,PARENT_697,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_698,"Black/Silver 9"" x 12"" Laserable Leatherette Plaque (Large)",,Leatherette Plaques,,,Size,Large,1,1,Sport,Leatherette Plaques,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Silver 9"" x 12"" Laserable Leatherette Plaque (Large)",29.5,Leatherette Plaques,,Original dimensions (in): ,Size,Large,1,1,Sport,Leatherette Plaques,1,1,1,PARENT_698,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_699,"7 1/2"" Diamond Accent Glass on Black Base (Extra Small)",,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,"7 1/2"" Diamond Accent Glass on Black Base (Extra Small)",61.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_699,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_700,"7 1/2"" Diamond Accent Glass on Blue & Black Base (Extra Small)",,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,"7 1/2"" Diamond Accent Glass on Blue & Black Base (Extra Small)",61.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_700,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_701,"9"" Diamond Accent Glass on Black Base (Small)",,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,"9"" Diamond Accent Glass on Black Base (Small)",78.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_701,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_702,"9"" Diamond Accent Glass on Blue & Black Base (Small)",,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,"9"" Diamond Accent Glass on Blue & Black Base (Small)",78.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_702,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_703,"8"" Fan Accent Glass on Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variation,,"8"" Fan Accent Glass on Black Base",65.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_703,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variable,PARENT_704,"8"" Fan Accent Glass on Blue & Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variation,,"8"" Fan Accent Glass on Blue & Black Base",65.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_704,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variable,PARENT_705,"9 1/2"" Fan Accent Glass on Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variation,,"9 1/2"" Fan Accent Glass on Black Base",84.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_705,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variable,PARENT_706,"9 1/2"" Fan Accent Glass on Blue & Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variation,,"9 1/2"" Fan Accent Glass on Blue & Black Base",84.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_706,,,,Color,Black,1,1,Shape,Fan,1,1,Material,,1,1,Features,,1,1
variable,PARENT_707,"8"" Flame Accent Glass on Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"8"" Flame Accent Glass on Black Base",65.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_707,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_708,"8"" Flame Accent Glass on Blue & Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"8"" Flame Accent Glass on Blue & Black Base",65.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_708,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_709,"9 1/2"" Flame Accent Glass on Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"9 1/2"" Flame Accent Glass on Black Base",84.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_709,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_710,"9 1/2"" Flame Accent Glass on Blue & Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"9 1/2"" Flame Accent Glass on Blue & Black Base",84.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_710,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_711,"5 3/4"" Oval Accent Glass on Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variation,,"5 3/4"" Oval Accent Glass on Black Base",65.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_711,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variable,PARENT_712,"5 3/4"" Oval Accent Glass on Blue & Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variation,,"5 3/4"" Oval Accent Glass on Blue & Black Base",65.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_712,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variable,PARENT_713,"7"" Oval Accent Glass on Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variation,,"7"" Oval Accent Glass on Black Base",84.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_713,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variable,PARENT_714,"7"" Oval Accent Glass on Blue & Black Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variation,,"7"" Oval Accent Glass on Blue & Black Base",84.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_714,,,,Color,Black,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variable,PARENT_715,Small Rectangle Accent Glass with Black Base,,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Small Rectangle Accent Glass with Black Base,63.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_715,,,,Color,Black,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_716,SMALL RECTANGLE ACCENT GLASS WITH BLUE BASE,,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Blue,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,SMALL RECTANGLE ACCENT GLASS WITH BLUE BASE,63.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_716,,,,Color,Blue,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_717,Medium Rectangle Accent Glass with Black Base,,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Medium Rectangle Accent Glass with Black Base,74.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_717,,,,Color,Black,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_718,Medium Rectangle Accent Glass with Blue Base,,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Blue,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Medium Rectangle Accent Glass with Blue Base,74.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_718,,,,Color,Blue,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_719,Large Rectangle Accent Glass with Black Base,,Glass,,,Size,Large,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Large Rectangle Accent Glass with Black Base,86.0,Glass,,Original dimensions (in): ,Size,Large,1,1,Sport,Glass,1,1,1,PARENT_719,,,,Color,Black,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_720,Large Rectangle Accent Glass with Blue Base,,Glass,,,Size,Large,1,1,Sport,Glass,1,1,1,,,,,Color,Blue,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Large Rectangle Accent Glass with Blue Base,86.0,Glass,,Original dimensions (in): ,Size,Large,1,1,Sport,Glass,1,1,1,PARENT_720,,,,Color,Blue,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_721,Bevel Glass Crescent (Extra Small),,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,Bevel Glass Crescent (Extra Small),14.5,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_721,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,Bevel Glass Crescent (Extra Small),22.75,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_721,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_722,Bevel Glasss Crescent (Extra Small),,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,Bevel Glasss Crescent (Extra Small),20.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_722,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_723,Beveled Jade Glass Crescent (Medium),,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,Beveled Jade Glass Crescent (Medium),31.5,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_723,,,,Color,,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_724,"Jade Glass Crescent with Gold Vertical 3 1/2"" x 5"" Frame (Medium)",,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,"Jade Glass Crescent with Gold Vertical 3 1/2"" x 5"" Frame (Medium)",40.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_724,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_725,"Jade Glass Crescent with Gold Vertical 4"" x 6"" Frame (Medium)",,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,"Jade Glass Crescent with Gold Vertical 4"" x 6"" Frame (Medium)",46.75,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_725,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_726,"Jade Glass Crescent with Gold Vertical 5"" x 7"" Frame (Large)",,Glass,,,Size,Large,1,1,Sport,Glass,1,1,1,,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,"Jade Glass Crescent with Gold Vertical 5"" x 7"" Frame (Large)",55.0,Glass,,Original dimensions (in): ,Size,Large,1,1,Sport,Glass,1,1,1,PARENT_726,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_727,"Jade Glass Crescent with Gold Horizontal 5"" x 3 1/2"" Frame (Small)",,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,"Jade Glass Crescent with Gold Horizontal 5"" x 3 1/2"" Frame (Small)",40.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_727,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_728,"Jade Glass Crescent with Gold Horizontal 6"" x 4"" Frame",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,"Jade Glass Crescent with Gold Horizontal 6"" x 4"" Frame",46.75,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_728,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_729,"Jade Glass Crescent with Gold Horizontal 7"" x 5"" Frame (Medium)",,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variation,,"Jade Glass Crescent with Gold Horizontal 7"" x 5"" Frame (Medium)",55.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_729,,,,Color,Gold,1,1,Shape,Crescent,1,1,Material,,1,1,Features,,1,1
variable,PARENT_730,Small Octagon Clear Glass Award,,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variation,,Small Octagon Clear Glass Award,42.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_730,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variable,PARENT_731,Medium Octagon Clear Glass Award,,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variation,,Medium Octagon Clear Glass Award,47.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_731,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variable,PARENT_732,Large Octagon Clear Glass Award,,Glass,,,Size,Large,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variation,,Large Octagon Clear Glass Award,53.0,Glass,,Original dimensions (in): ,Size,Large,1,1,Sport,Glass,1,1,1,PARENT_732,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variable,PARENT_733,Small Diamond Clear Glass Award,,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,Small Diamond Clear Glass Award,43.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_733,,,,Color,Clear,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_734,Medium Diamond Clear Glass Award,,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,Medium Diamond Clear Glass Award,47.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_734,,,,Color,Clear,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_735,Large Diamond Clear Glass Award,,Glass,,,Size,Large,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variation,,Large Diamond Clear Glass Award,53.0,Glass,,Original dimensions (in): ,Size,Large,1,1,Sport,Glass,1,1,1,PARENT_735,,,,Color,Clear,1,1,Shape,Diamond,1,1,Material,,1,1,Features,,1,1
variable,PARENT_736,Small Rectangle Clear Glass Award,,Glass,,,Size,Small,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Small Rectangle Clear Glass Award,43.0,Glass,,Original dimensions (in): ,Size,Small,1,1,Sport,Glass,1,1,1,PARENT_736,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_737,Medium Rectangle Clear Glass Award,,Glass,,,Size,Medium,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Medium Rectangle Clear Glass Award,49.0,Glass,,Original dimensions (in): ,Size,Medium,1,1,Sport,Glass,1,1,1,PARENT_737,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_738,Large Rectangle Clear Glass Award,,Glass,,,Size,Large,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variation,,Large Rectangle Clear Glass Award,56.0,Glass,,Original dimensions (in): ,Size,Large,1,1,Sport,Glass,1,1,1,PARENT_738,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,,1,1,Features,,1,1
variable,PARENT_739,"12"" Silver Metal Golfer Silhouette on a Crystal Golf Ball & Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Silver,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"12"" Silver Metal Golfer Silhouette on a Crystal Golf Ball & Base",236.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_739,,,,Color,Silver,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_740,"8"" Clear Crystal Rectangle with Etched Globe",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"8"" Clear Crystal Rectangle with Etched Globe",106.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_740,,,,Color,Clear,1,1,Shape,Rectangle,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_741,"8 1/2"" Flame Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"8 1/2"" Flame Facet Glass on a Black Crystal Base",45.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_741,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_742,"9 1/2"" Flame Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"9 1/2"" Flame Facet Glass on a Black Crystal Base",55.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_742,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_743,"7 1/2"" Flame Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"7 1/2"" Flame Facet Glass on a Black Crystal Base",66.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_743,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_744,"5"" Round Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Round,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"5"" Round Facet Glass on a Black Crystal Base",42.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_744,,,,Color,Black,1,1,Shape,Round,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_745,"6 1/2"" Round Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Round,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"6 1/2"" Round Facet Glass on a Black Crystal Base",53.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_745,,,,Color,Black,1,1,Shape,Round,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_746,"7 1/2"" Round Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Round,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"7 1/2"" Round Facet Glass on a Black Crystal Base",63.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_746,,,,Color,Black,1,1,Shape,Round,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_747,"7 1/2"" Scroll Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"7 1/2"" Scroll Facet Glass on a Black Crystal Base",53.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_747,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_748,"8 1/4"" Scroll Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"8 1/4"" Scroll Facet Glass on a Black Crystal Base",61.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_748,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_749,"9 1/2"" Scroll Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"9 1/2"" Scroll Facet Glass on a Black Crystal Base",70.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_749,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_750,"6 1/2"" Shield Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"6 1/2"" Shield Facet Glass on a Black Crystal Base",53.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_750,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_751,"7 1/2"" Shield Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"7 1/2"" Shield Facet Glass on a Black Crystal Base",61.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_751,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_752,"8 1/4"" Shield Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"8 1/4"" Shield Facet Glass on a Black Crystal Base",70.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_752,,,,Color,Black,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_753,"7 3/4"" Diamond Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,Crystal,1,1,Features,,1,1
variation,,"7 3/4"" Diamond Facet Glass on a Black Crystal Base",53.0,Glass,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Glass,1,1,1,PARENT_753,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_754,"9"" Diamond Facet Glass on a Black Crystal Base",,Glass,,,Size,,1,1,Sport,Glass,1,1,1,,,,,Color,Black,1,1,Shape,Diamond,1,1,Material,Crystal,1,1,Features,,1,1
