type,sku,name,regular_price,categories,images,description,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,status,parent,length,width,height,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
variation,,"Purple Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4954,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4955,"Football Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Football Leatherette Frame for 5"" x 7"" Photo",21.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4955,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4956,Basketball Leatherette 5x7 Photo Frame,,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Basketball Leatherette 5x7 Photo Frame,21.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4956,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4957,"Dark Brown Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Dark Brown Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4957,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4958,"Light Brown Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Light Brown Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4958,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4959,"Black/Gold Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Gold Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4959,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4960,"Rawhide Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rawhide Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4960,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4961,"Gray Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Gray Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4961,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4962,"Black/Silver Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Silver Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4962,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4963,"Teal Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Teal Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4963,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4964,"Blue/Silver Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Blue/Silver Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4964,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4965,"Bamboo Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Bamboo Leatherette Frame w/Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4965,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4966,"White Leatherette Frame with Personalization Area for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"White Leatherette Frame with Personalization Area for 5"" x 7"" Photo",24.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4966,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4967,"Black/Gold Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Gold Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4967,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4968,"Rawhide Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rawhide Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4968,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4969,"Gray Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Gray Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4969,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4970,"Pink Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Pink Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4970,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4971,"Black/Silver Leatherette Frame for 5"" x 7"" Photo",,Frames for 5 x 7 Photos,,,Size,,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Silver Leatherette Frame for 5"" x 7"" Photo",20.0,Frames for 5 x 7 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 5 x 7 Photos,1,1,1,PARENT_4971,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4972,"Rustic/Gold Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rustic/Gold Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4972,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4973,"Teal Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Teal Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4973,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4974,"Blue/Silver Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Blue/Silver Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4974,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4975,"Bamboo Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Bamboo Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4975,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4976,"White Marble Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"White Marble Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4976,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4977,"Red Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Red Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4977,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4978,"White Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"White Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4978,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4979,"Purple Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Purple Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4979,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4980,"Light Brown Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Light Brown Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4980,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4981,"Football Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Football Leatherette Frame for 8"" x 10"" Photo",28.0,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4981,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4982,Basketball Leatherette 8x10 Photo Frame,,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Basketball Leatherette 8x10 Photo Frame,28.0,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4982,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4983,"Dark Brown Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Dark Brown Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4983,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4984,"Black/Gold Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Gold Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4984,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4985,"Rawhide Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rawhide Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4985,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4986,"Gray Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Gray Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4986,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4987,"Pink Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Pink Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4987,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4988,"Black/Silver Leatherette Frame for 8"" x 10"" Photo",,Frames for 8 x 10 Photos,,,Size,,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Silver Leatherette Frame for 8"" x 10"" Photo",26.75,Frames for 8 x 10 Photos,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Frames for 8 x 10 Photos,1,1,1,PARENT_4988,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4989,Dark Brown Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4989,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Wall Decor/Signage,35.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4989,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Wall Decor/Signage,30.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4989,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Wall Decor/Signage,50.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4989,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4990,Black/Gold Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4990,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Wall Decor/Signage,35.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4990,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Wall Decor/Signage,30.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4990,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Wall Decor/Signage,50.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4990,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4991,Rawhide Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4991,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Wall Decor/Signage,35.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4991,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Wall Decor/Signage,30.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4991,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Wall Decor/Signage,50.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4991,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4992,Gray Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4992,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Wall Decor/Signage,35.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4992,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Wall Decor/Signage,30.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4992,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Wall Decor/Signage,50.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4992,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4993,Pink Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Pink Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4993,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Pink Leatherette Wall Decor/Signage,35.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4993,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Pink Leatherette Wall Decor/Signage,30.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4993,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Pink Leatherette Wall Decor/Signage,50.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4993,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4994,Black/Silver Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4994,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Wall Decor/Signage,35.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4994,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Wall Decor/Signage,30.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4994,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Wall Decor/Signage,50.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4994,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_4995,Rustic/Gold Leatherette Wall Decor/Signage,,10 x 10 Wall Decor,,,Size,,1,1,Sport,10 x 10 Wall Decor,1,1,1,,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rustic/Gold Leatherette Wall Decor/Signage,25.0,10 x 10 Wall Decor,,Original dimensions (in): ,Size,Unknown,1,1,Sport,10 x 10 Wall Decor,1,1,1,PARENT_4995,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
